game_turn,player_name,num_cities,population,techs,civics,land_units,corps,armies,naval_units,tiles_owned,tiles_improved,balance_gold,balance_faith,yield_science,yield_culture,yield_gold,yield_faith,yield_production,yield_food,data_source,loaded_at,tiles_by_type,buildings,districts,population_alt,outgoing_trade_routes,tourism,diplo_victory_points,balance_favor,lifetime_favor,co2_per_turn,data_source_ext,loaded_at_ext,player_id,total_score,score_civics,score_empire,score_great_people,score_religion,score_tech,score_wonder,score_trade,score_pillage,score_income,score_scenario1,score_scenario2,score_scenario3,score_category_e,data_source_score,loaded_at_score,total_yields,total_military,infrastructure_total,game_phase
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,0.0,0.0,0.0,Early
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,0.0,0.0,0.0,Early
4,CIVILIZATION_ANTIOCH,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,25.0,0.0,2.0,1.0,5.0,0.0,2.0,4.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,13.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,5.0,2.0,10.0,Early
4,CIVILIZATION_FEZ,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,25.0,0.0,2.0,1.0,5.0,0.0,3.0,3.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,14.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,6.0,2.0,10.0,Early
4,CIVILIZATION_FREE_CITIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats,2025-08-03 19:13:55.368470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Early
4,CIVILIZATION_GAUL,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,28.0,0.0,2.0,1.0,6.0,0.0,7.0,3.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,4.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,game_scores,2025-08-03 19:13:55.386101,10.0,1.0,10.0,Early
4,CIVILIZATION_GERMANY,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,28.0,0.0,2.0,1.0,6.0,0.0,6.0,4.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,3.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,game_scores,2025-08-03 19:13:55.386101,9.0,1.0,10.0,Early
4,CIVILIZATION_JOHANNESBURG,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,25.0,0.0,2.0,1.0,5.0,0.0,2.0,4.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,9.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,5.0,2.0,10.0,Early
4,CIVILIZATION_LAHORE,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,25.0,0.0,2.0,2.0,5.0,0.0,3.0,4.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,11.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,7.0,2.0,10.0,Early
4,CIVILIZATION_MAPUCHE,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,28.0,0.0,2.0,1.0,6.0,0.0,6.0,3.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,2.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,9.0,1.0,10.0,Early
4,CIVILIZATION_MAYA,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,35.0,0.0,2.0,1.0,8.0,0.0,3.0,4.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,5.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,game_scores,2025-08-03 19:13:55.386101,6.0,1.0,10.0,Early
4,CIVILIZATION_MEXICO_CITY,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,25.0,0.0,2.0,1.0,5.0,0.0,2.0,5.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,10.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,5.0,2.0,10.0,Early
4,CIVILIZATION_NORWAY,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,28.0,0.0,2.0,1.0,6.0,0.0,6.0,3.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,1.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,9.0,1.0,10.0,Early
4,CIVILIZATION_PALENQUE,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,25.0,0.0,2.0,1.0,5.0,0.0,2.0,4.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,12.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,5.0,2.0,10.0,Early
4,CIVILIZATION_POLAND,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,25.0,0.0,2.0,1.0,5.0,0.0,7.0,3.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,0.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,game_scores,2025-08-03 19:13:55.386101,10.0,1.0,10.0,Early
4,CIVILIZATION_PRESLAV,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,25.0,0.0,3.0,1.0,5.0,0.0,2.0,3.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,8.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,6.0,2.0,10.0,Early
4,CIVILIZATION_SAMARKAND,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,25.0,0.0,2.0,1.0,5.0,0.0,2.0,4.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,7.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,5.0,2.0,10.0,Early
4,CIVILIZATION_VILNIUS,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,25.0,0.0,2.0,1.0,5.0,0.0,2.0,4.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,6.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,5.0,2.0,10.0,Early
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,0.0,0.0,0.0,Early
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,0.0,0.0,0.0,Early
5,CIVILIZATION_ANTIOCH,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,30.0,0.0,2.0,1.0,5.0,0.0,2.0,4.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,13.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,5.0,2.0,10.0,Early
5,CIVILIZATION_FEZ,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,30.0,0.0,2.0,1.0,5.0,0.0,3.0,3.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,14.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,6.0,2.0,10.0,Early
5,CIVILIZATION_FREE_CITIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats,2025-08-03 19:13:55.368470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Early
5,CIVILIZATION_GAUL,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,34.0,0.0,2.0,1.0,6.0,0.0,7.0,3.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,4.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,game_scores,2025-08-03 19:13:55.386101,10.0,1.0,10.0,Early
5,CIVILIZATION_GERMANY,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,34.0,0.0,2.0,1.0,6.0,0.0,6.0,4.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,3.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,game_scores,2025-08-03 19:13:55.386101,9.0,1.0,10.0,Early
5,CIVILIZATION_JOHANNESBURG,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,30.0,0.0,2.0,1.0,5.0,0.0,2.0,4.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,9.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,5.0,2.0,10.0,Early
5,CIVILIZATION_LAHORE,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,30.0,0.0,2.0,2.0,5.0,0.0,3.0,4.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,11.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,7.0,2.0,10.0,Early
5,CIVILIZATION_MAPUCHE,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,34.0,0.0,2.0,1.0,6.0,0.0,6.0,3.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,2.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,9.0,1.0,10.0,Early
5,CIVILIZATION_MAYA,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,43.0,0.0,2.0,1.0,8.0,0.0,3.0,4.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,5.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,game_scores,2025-08-03 19:13:55.386101,6.0,1.0,10.0,Early
5,CIVILIZATION_MEXICO_CITY,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,30.0,0.0,2.0,1.0,5.0,0.0,2.0,5.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,10.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,5.0,2.0,10.0,Early
5,CIVILIZATION_NORWAY,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,34.0,0.0,2.0,1.0,6.0,0.0,6.0,3.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,1.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,game_scores,2025-08-03 19:13:55.386101,9.0,1.0,10.0,Early
5,CIVILIZATION_PALENQUE,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,30.0,0.0,2.0,1.0,5.0,0.0,2.0,4.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,12.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,5.0,2.0,10.0,Early
5,CIVILIZATION_POLAND,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,30.0,0.0,2.0,1.0,5.0,0.0,7.0,3.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,0.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,game_scores,2025-08-03 19:13:55.386101,10.0,1.0,10.0,Early
5,CIVILIZATION_PRESLAV,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,30.0,0.0,3.0,1.0,5.0,0.0,2.0,3.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,8.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,6.0,2.0,10.0,Early
5,CIVILIZATION_SAMARKAND,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,30.0,0.0,2.0,1.0,5.0,0.0,2.0,4.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,7.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,5.0,2.0,10.0,Early
5,CIVILIZATION_VILNIUS,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,30.0,0.0,2.0,1.0,5.0,0.0,2.0,4.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,6.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,5.0,2.0,10.0,Early
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,0.0,0.0,0.0,Early
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,0.0,0.0,0.0,Early
6,CIVILIZATION_ANTIOCH,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,35.0,0.0,2.0,1.0,5.0,0.0,2.0,4.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,13.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,5.0,2.0,10.0,Early
6,CIVILIZATION_FEZ,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,35.0,0.0,2.0,1.0,5.0,0.0,3.0,3.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,14.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,6.0,2.0,10.0,Early
6,CIVILIZATION_FREE_CITIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats,2025-08-03 19:13:55.368470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,Early
6,CIVILIZATION_GAUL,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,40.0,0.0,2.0,1.0,6.0,0.0,7.0,3.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,4.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,game_scores,2025-08-03 19:13:55.386101,10.0,1.0,10.0,Early
6,CIVILIZATION_GERMANY,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,40.0,0.0,2.0,1.0,6.0,0.0,6.0,4.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,3.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,game_scores,2025-08-03 19:13:55.386101,9.0,1.0,10.0,Early
6,CIVILIZATION_JOHANNESBURG,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,35.0,0.0,2.0,1.0,5.0,0.0,2.0,4.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,9.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,5.0,2.0,10.0,Early
6,CIVILIZATION_LAHORE,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,35.0,0.0,2.0,2.0,5.0,0.0,3.0,4.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,11.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,7.0,2.0,10.0,Early
6,CIVILIZATION_MAPUCHE,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,40.0,0.0,2.0,1.0,6.0,0.0,6.0,3.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,2.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,9.0,1.0,10.0,Early
6,CIVILIZATION_MAYA,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,51.0,0.0,2.0,1.0,8.0,0.0,3.0,4.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,5.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,game_scores,2025-08-03 19:13:55.386101,6.0,1.0,10.0,Early
6,CIVILIZATION_MEXICO_CITY,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,35.0,0.0,2.0,1.0,5.0,0.0,2.0,5.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,10.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,5.0,2.0,10.0,Early
6,CIVILIZATION_NORWAY,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,40.0,0.0,2.0,1.0,6.0,0.0,6.0,3.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,1.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,game_scores,2025-08-03 19:13:55.386101,9.0,1.0,10.0,Early
6,CIVILIZATION_PALENQUE,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,35.0,0.0,2.0,1.0,5.0,0.0,2.0,4.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,12.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,5.0,2.0,10.0,Early
6,CIVILIZATION_POLAND,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,35.0,0.0,2.0,1.0,5.0,0.0,7.0,3.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,0.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,game_scores,2025-08-03 19:13:55.386101,10.0,1.0,10.0,Early
6,CIVILIZATION_PRESLAV,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,35.0,0.0,3.0,1.0,5.0,0.0,2.0,3.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,8.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,6.0,2.0,10.0,Early
6,CIVILIZATION_SAMARKAND,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,35.0,0.0,2.0,1.0,5.0,0.0,2.0,4.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,7.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,5.0,2.0,10.0,Early
6,CIVILIZATION_VILNIUS,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,35.0,0.0,2.0,1.0,5.0,0.0,2.0,4.0,player_stats,2025-08-03 19:13:55.368470,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,player_stats_2,2025-08-03 19:13:55.376799,6.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,5.0,2.0,10.0,Early
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,game_scores,2025-08-03 19:13:55.386101,0.0,0.0,0.0,Early
